SIO2(WT%),AL2O3(WT%),FEOT(WT%),MGO(WT%),CAO(WT%),NA2O(WT%),K2O(WT%),TIO2(WT%),CR2O3(WT%)
51.29957585,18.93581523,9.146280178,5.075682956,9.638772187,3.377088066,0.914628018,1.125696022,0.006706599
51.03851583,19.54022989,9.921355112,5.021173624,9.225650333,3.0651341,0.695704779,1.03851583,0.002345055
52.2356707,18.29548865,8.932679804,5.66169851,8.912673802,3.601080324,0.820246074,1.050315095,0.015781992
59.08818236,17.72645471,6.358728254,3.659268146,6.418716257,4.529094181,0.969806039,0.789842032,0.008951098
55.57688422,17.34693878,8.143059204,4.576682158,7.860173772,3.950292988,1.040614266,1.030511214,0.010571263
55.8938977,16.99579152,8.629410813,3.904985432,6.970297831,3.985917773,1.85132729,1.193752023,0.007152853
54.948817,17.247516,8.282024,5.186316,7.618658,3.749023,1.537803,1.045304,0.017067191
54.619652,17.447387,8.357489,5.177028,7.906004,3.872738,1.535049,1.043432,0.014267417
51.21804511,18.2556391,10.20551378,5.513784461,8.721804511,3.538847118,0.932330827,1.082706767,0.011993326
52.24015235,18.91350105,9.812568908,3.668437406,8.700010023,3.818783201,1.082489726,1.212789416,0.003515775
56.26329114,16.40506329,9.02278481,3.807594937,6.278481013,3.969620253,2.217721519,1.346835443,0.008886
45.25753452,15.09928435,11.64197158,10.77512348,10.87591977,2.81221651,1.159157343,1.320431408,0.08022768
47.03054582,16.33450175,10.7561342,7.501251878,11.1567351,3.465197797,1.301952929,1.512268403,0.034924338
54.40705128,17.1474359,8.253205128,4.246794872,8.153044872,3.946314103,1.913060897,1.091746795,0.013248981
47.92958592,14.8929786,11.83236647,9.711942388,8.99179836,3.310662132,1.040208042,1.570314063,0.066528069
46.37284701,14.81256332,11.06382979,10.95238095,10.64842958,2.776089159,1.205673759,1.25633232,0.089517104
46.24597424,15.54951691,11.32246377,9.208937198,11.12117552,3.200483092,1.036634461,1.489533011,0.044820304
47.8989899,15.50505051,11.65656566,8.616161616,9.868686869,3.393939394,0.818181818,1.515151515,0.054439761
48.21214543,15.64123052,11.60607271,8.379944067,9.508589692,3.48581702,0.898921294,1.538154215,0.050633235
46.335168,15.563712,10.82736,8.533344,9.976992,3.26304,1.048128,1.63152,0.062525676
46.85829,16.230855,11.34276,7.307355,10.162875,3.440505,0.803115,1.62606,0.046728974
47.874358,15.824746,12.313693,7.882364,9.272781,3.461038,0.770231,1.650495,0.040912324
49.77605255,17.17925749,10.48074052,5.444411267,8.281078929,4.309744202,1.761719916,1.831392455,0.016989964
47.36267011,18.29740737,11.62213172,4.698519917,8.036157743,4.877321943,1.738353035,2.274759114,0.001155586
50.21925453,17.36097269,10.13553917,4.743870839,8.59079131,4.385090692,1.764002392,1.903528005,0.0099852
46.26064045,17.53141467,11.49169031,6.009323064,10.49858127,3.749493312,1.337657073,2.168625861,0.011222782
47.72024344,16.28255013,11.43370248,7.622468323,10.42602015,3.332335628,0.778210117,1.755961289,0.040860852
46.71183739,17.05858908,10.81108011,7.672379434,12.28577122,2.520924671,1.135910721,1.125946592,0.018365049
48.23224,17.76661,10.93638,6.77014,10.79617,3.154725,0.68102,1.512265,0.018052736
51.52448,17.57824,9.3744,4.53344,8.3328,3.65056,1.4384,1.40864,0.00560753
58.79859,17.052586,6.496697,2.895159,5.442103,4.158682,2.616587,1.014798,0.005213674
58.332204,16.666344,7.098628,2.260012,4.868484,4.808748,2.319748,1.413752,1.82E-05
46.9351692,14.37166117,12.00192031,9.652608247,9.407462641,3.258393683,1.15422723,2.257382458,0.054168848
53.86814275,17.8988091,8.636276401,2.494924294,5.313077646,5.858526682,3.181786043,1.656548924,0.002737034
48.57790083,15.95771457,11.37679336,7.571104958,9.161842436,3.694940851,0.966524037,1.973319909,0.043358563
48.2377417,15.46055315,10.79995105,8.036224198,8.892877539,3.701966223,1.866280493,1.968263033,0.04535785
48.95168642,15.40565178,11.96191634,6.907728147,8.842297174,3.919781222,1.124278335,2.127013066,0.029463921
49.6753312,17.06772812,9.57923728,5.54851939,7.960919124,4.603662827,2.533019721,2.040488109,0.023629868
68.75,14.93,2.6,0.26,0.63,5.61,5.12,0.376,0
67.83,15.26,2.65,0.28,0.64,5.55,5.41,0.385,0
67.61,15.58,2.72,0.31,0.7,5.61,5.4,0.423,0
68.18,15.65,2.79,0.32,0.7,5.64,5.44,0.428,0
67.81,14.9,2.67,0.27,0.64,5.54,5.61,0.383,0
66.45,15.59,2.6,0.29,0.7,5.46,5.57,0.399,0
66.48,15.49,2.74,0.38,0.89,5.56,5.58,0.457,0
67.61,16.03,2.74,0.35,0.79,6.05,5.49,0.468,0
53.77,17.62,7.69,3.48,6.76,4.67,2.56,1.701,0
58.39,18.04,5.51,1.81,4.15,5.34,3.76,1.312,0
52.75,17.63,8.01,3.38,6.86,4.52,2.51,1.874,0
55.61,17.36,7.02,3.18,6.05,4.99,3.09,1.536,0
54.22,17.65,7.24,2.54,6.63,4.97,2.79,1.839,0
61.96,18.34,3.34,0.82,2.96,5.83,4.02,0.727,0
62.41,18.12,3.2,0.75,2.93,5.82,4.01,0.709,0
64.11,17.73,3.24,0.68,2.2,5.89,4.56,0.671,0
65.16,17.34,3.04,0.61,1.95,5.66,4.96,0.62,0
63.93,17.56,3.18,0.58,1.98,5.76,5.27,0.645,0
64.29,16.78,3.5,0.85,2.32,5.49,4.46,0.655,0
56.54,16.92,7.02,1.58,3.42,5.69,4.54,1.555,0
57.82,17.08,6.38,2.25,4.88,5.04,3.03,1.222,0
62.57,16.95,3.95,0.43,1.73,5.81,4.87,0.767,0
66.6,16.07,2.92,0.27,0.94,6,5.02,0.292,0
59.96,17.73,4.72,1.36,3.36,5.44,3.73,0.891,0
60.92,17.57,4.78,1.01,2.62,5.72,3.49,0.686,0
60.3,17.94,4.74,1.13,2.72,5.95,4.69,0.943,0
63.99,17.19,3.7,0.53,1.61,5.81,5.04,0.575,0
61.41,17.46,5.25,1.15,2.78,5.5,3.66,0.702,0
52.44,17.56,8.11,2.54,6.25,4.29,3.19,1.921,0
67.26,15.58,3.46,0.12,0.63,6.33,4.92,0.202,0
57.35,17.76,5.71,1.82,4.16,5.86,3.8,1.346,0
56.03,17.27,6.8,1.59,3.58,5.91,4.26,1.592,0
49.69,17.41,9.45,4.45,8.71,4.15,1.83,2.058,0.0131544
49.04,16.92,9.64,6.44,9.11,3.72,1.49,1.864,0.0160776
49.13,16.61,9.15,5.72,9.3,3.74,1.56,1.975,0.0116928
48.15,17.57,9.66,4.64,9.07,4.13,1.76,2.073,0.0043848
48.87,17.88,9.77,4.71,9.14,4.08,1.74,2.118,0.0043848
47.21,16.23,11.21,6.27,9.78,3.57,1.24,2.307,0.0131544
47.16,17.8,10.13,5.13,9.18,4.14,1.47,2.271,0.0043848
48.33,17.65,9.91,4.62,9.34,4.11,1.44,2.28,0.0043848
46.94,17.41,9.7,6.76,10.46,3.56,1.22,2.062,0.0102312
48.69,17.59,10.06,5.03,9.35,3.9,1.72,2.4,0.0043848
46.52,17.4,10.95,5.89,10.3,3.37,0.94,2.358,0.0058464
47.18,16.45,10.62,7.35,11.05,3.22,0.89,2.085,0.0263088
47.22,17.31,10.21,6.59,11.06,3.37,1.06,1.774,0.0116928
51.88,16.93,8.22,2.96,7.23,4.43,2.65,2.054,0
62.1,17.18,4.8,0.99,2.36,5.77,3.99,0.972,0
63.06,16.58,4.47,0.99,2.33,5.99,4.19,0.903,0
60.4,16.6,6.07,3.82,6.05,4,1.19,0.58,0.01943928
60.3,16,6.21,4.8,6.3,3.8,1.21,0.59,0.03390912
59.2,16.1,6.48,5.11,6.4,3.6,1.08,0.52,0.0321552
59.4,16.1,6.57,5.05,6.55,3.62,1.1,0.52,0.03478608
59.4,16,6.67,3.98,6.75,3.75,1.23,0.58,0.0358092
60.4,16,6.07,4.68,6.34,3.8,1.17,0.56,0.03537072
62.6,16.2,5.07,3.22,5.23,4.06,1.37,0.49,0.01870848
61,16.7,5.75,3.36,6.24,3.95,1.16,0.6,0.01432368
60.5,16.55,6.46,3.5,6.4,3.96,0.93,0.58,0.01344672
58.3,16.55,6.6,4.67,6.85,3.51,0.78,0.54,0.0263088
58.5,16.2,6.57,5.23,7,3.6,0.89,0.52,0.0321552
54.7,15.4,7.52,7.66,7.9,2.86,1.12,0.56,0.043848
58,16.7,6.77,4.46,6.7,3.56,1.33,0.55,0.01987776
59.2,15.85,6.28,4.68,6.6,3.75,1.17,0.6,0.040194
60.4,15.76,6,4.76,6.32,3.9,1.13,0.57,0.03654
61.8,16.3,5.58,3.5,5.7,4.12,1.28,0.53,0.02207016
63.4,16.5,4.99,2.5,5.15,4.05,1.77,0.45,0.00833112
62.5,16.4,5.2,2.75,5.42,3.9,1.71,0.47,0.00964656
62.4,16.12,5.55,3.28,5.6,3.86,1.45,0.49,0.01578528
61.6,15.96,5.73,4,5.87,3.8,1.49,0.5,0.02353176
60.5,16.3,6.21,4.02,6.2,3.9,1.28,0.54,0.01812384
61.5,16.6,5.44,2.9,5.6,3.97,1.54,0.48,0.0080388
61.6,16.35,5.49,3.33,5.6,3.95,1.74,0.51,0.01344672
62,16.5,5.08,2.6,5.45,3.92,1.75,0.48,0.00833112
62.2,16.45,5.29,2.67,5.54,3.9,1.75,0.5,0.00833112
52.8,15.85,8.01,7.9,8.2,3.47,1.17,0.99,0.053300167
60.1,16.7,6.07,3.8,6.86,3.6,1.25,0.64,0.01827
58.65,15.7,6.93,5,7.35,3.25,1.15,0.6,0.032886
60,16.9,6.21,3.82,7.2,3.5,1.22,0.62,0.01403136
61.8,16.8,5.61,3.03,6.3,3.7,1.25,0.59,0.01198512
54.75,15.2,8.1,7.87,8.75,2.85,0.77,0.66,0.054123048
59,16.1,6.66,4.88,6.95,3.38,1.02,0.6,0.0314244
62.2,17.2,5.31,2.54,5.2,4.5,1.48,0.59,0.006854904
61.3,16.9,5.79,2.93,5.57,4.33,0.98,0.57,0.00789264
63.2,16.42,5.14,3.03,5.37,4.48,1.03,0.52,0.01593144
61.93,17.56,4.64,1.68,5.09,3.96,2.98,0.83,0.0021924
60.64,18.03,5.04,1.92,5.71,4.2,2.21,0.91,0.00248472
62.41,17.31,4.67,1.63,4.85,4.2,2.75,0.86,0.00204624
69.2,15.63,2.54,0.9,2.76,4.56,3,0.47,0.00175392
62.43,17.32,4.63,1.64,4.85,4.39,2.55,0.88,0.0021924
58.16,18.23,5.96,2.76,6.72,3.76,2.04,0.94,0.00380016
58.1,18.26,5.93,2.79,6.88,3.72,1.98,0.93,0.00350784
58.41,17.95,6.07,2.76,6.63,3.79,2.01,0.94,0.003654
59.75,17.27,6.14,2.26,5.73,4.01,2.33,1.04,0.00263088
73.42,14.6,1.17,0.37,1.39,4.62,3.46,0.23,0.0014616
58.66,18.21,5.72,2.77,6.55,3.66,2.12,0.88,0.003654
58.61,17.93,5.88,3.26,6.53,3.65,1.9,0.84,0.00540792
62.36,17.51,4.61,1.57,4.93,4.03,2.85,0.84,0.00204624
60.72,16.44,5.27,3.86,6.09,3.02,2.63,0.69,0.00964656
57.15,18.68,5.99,2.87,7.34,3.62,1.95,0.96,0.00467712
58.64,17.44,5.94,3.54,6.66,3.82,1.73,0.83,0.00789264
60.51,17.25,5.84,2.18,5.68,4.21,1.96,0.93,0.00263088
59.34,17.37,5.6,3.45,6.32,3.57,2.16,0.78,0.00672336
59.82,17.29,5.52,3.27,6.09,3.64,2.2,0.77,0.0051156
73.36,14.54,1.12,0.22,1.65,4.68,3.48,0.23,0.00131544
57.14,17.83,6.25,2.88,6.78,3.83,2.03,1.02,0.00160776
58.15,17.61,5.87,3.43,6.4,3.7,2,0.87,0.00482328
57.66,18.33,5.78,2.7,6.74,3.65,2,0.96,0.00204624
59.51,17.24,5.9,2.19,5.88,3.92,2.31,1.06,0.00029232
61.26,16.28,5.45,2.95,5.49,3.55,2.79,0.87,0.0058464
64.14,15.31,4.9,2.3,4.34,3.04,3.94,0.76,0.00482328
58.37,16.61,6.59,3.68,6.49,3.41,2.4,0.95,0.00496944
58.24,16.69,6.61,3.64,6.53,3.39,2.37,0.94,0.00526176
58.07,16.4,6.57,3.55,6.49,2.87,2.37,0.94,0.0051156
58.07,16.89,6.38,3.48,6.46,3.13,2.35,0.91,0.00599256
63.16,15.48,4.75,2.25,4.42,2.96,3.83,0.82,0.00467712
61.04,16.31,5.14,2.72,5.29,3.36,2.8,0.92,0.0043848
63.63,16.63,5.03,1.61,5.18,3.53,2.28,0.66,0.00204624
73.4,14.15,1.88,0.76,1.97,2.8,3.86,0.32,0.00277704
62.72,17.25,4.71,1.63,5.07,3.82,2.74,0.68,0.0021924
58.62,16.82,6.96,2.81,6.77,3.24,2.09,0.95,0.00628488
63.05,16.42,4.89,1.64,6.07,3.18,2.74,0.61,0.0021924
58.83,17.5,6.54,2.42,6.19,3.58,2.34,0.97,0.00233856
58.39,16.93,7.3,2.48,6.61,3.34,2.15,1.06,0.00248472
55.52,17.46,8.16,3.43,7.47,3.37,1.61,1.16,0.00336168
60.69,16.94,6.15,2.23,5.38,3.44,2.7,0.88,0.00204624
54.99,18.13,7.84,3.37,7.34,3.6,1.75,1.18,0.00380016
54.71,18.32,8.07,3.31,7.5,3.46,1.64,1.18,0.00233856
64.12,16.39,4.74,1.42,5.04,3.74,2.48,0.62,0.00248472
57.94,18.06,6.39,2.17,7.09,3.78,1.87,1.07,0.0029232
64.33,16.53,4.6,1.4,4.87,3.76,2.51,0.6,0.00190008
63.93,16.79,4.54,1.42,4.93,3.83,2.54,0.61,0.00190008
60.88,16.09,6.34,2.54,6.05,3.29,2.26,1.04,0.00453096
57.18,17.52,7.37,2.59,6.84,3.56,2.08,1.09,0.00306936
58.1,17.31,7.09,2.86,6.51,3.32,2.19,0.92,0.00350784
55.7,17.89,8.1,2.98,7.34,3.53,1.47,1.11,0.00248472
55.2,17.87,7.93,4.12,6.69,3.3,1.85,1.21,0.0065772
62.29,16.69,5.52,1.58,5.52,3.51,2.59,0.76,0.00233856
59.34,18.04,6.29,1.78,6.22,3.72,1.97,0.98,0.00204624
59.65,17.29,6.48,2.28,6.15,3.52,2.1,0.82,0.00248472
62.07,17.01,4.48,1.61,4.91,3.7,2.48,0.66,0.00087696
61.9,17.2,4.46,1.66,4.97,3.84,2.14,0.6,0.00087696
56.28,18.6,5.75,2.36,6.86,3.72,1.73,1.07,0.00102312
61.46,17.6,4.95,1.89,5.3,3.73,2.26,0.73,0.00131544
69.28,14.8,2.17,0.87,2.33,3.45,4.28,0.33,0.00043848
61.35,17.02,4.66,1.76,5.83,3.61,2.67,0.59,0.0007308
56.47,17.26,6.85,2.64,6.64,3.28,2,1.03,0.00058464
55.25,18.27,7.83,3.26,7.18,3.42,1.69,1.16,0.00116928
64.33,15.18,5.01,2.01,5.16,3.19,3.08,0.73,0.0014616
58.87,15.59,6.79,3.58,6.53,3.4,2.5,1.13,0.01081584
59.97,15.31,6.38,3.55,6.33,3.52,2.35,1.07,0.01271592
64.35,15.93,4.72,2.11,4.71,2.9,3.29,0.7,0.00380016
65.88,15.74,4,1.8,4.31,3.03,3.51,0.6,0.00248472
65.84,15.57,3.93,1.9,4.41,3.07,3.54,0.59,0.00350784
63.05,16.07,5.08,2.29,5.27,3.14,3.02,0.73,0.0021924
63.78,15.97,4.81,2.16,5.06,3.02,3.22,0.71,0.00204624
61.56,16.28,5.65,2.59,5.71,3.19,2.87,0.74,0.00277704
62.53,16.05,5.37,2.56,5.39,3.01,3.03,0.73,0.00248472
61.52,16.12,5.44,2.55,6.06,3.37,2.89,0.72,0.00306936
60.89,15.92,5.99,3.16,5.64,3.23,2.66,1.01,0.02645496
62.33,15.69,5.22,2.89,5.12,3.48,3.01,0.88,0.0080388
59.06,16.04,6.26,3.99,6.38,3.31,2.37,1.03,0.0124236
59.03,16.12,6.24,3.91,6.23,3.47,2.41,1.06,0.01110816
59.07,15.85,6.4,4.29,6.28,3.25,2.29,1.05,0.0160776
58.99,16.4,6.34,3.83,6.41,3.15,2.29,1.04,0.0124236
57.89,16,6.67,4.6,6.64,3.37,2.12,1.1,0.014616
61.3,15.99,5.31,3.2,5.72,3.32,2.89,0.86,0.00716184
58.82,15.91,6.7,4.63,5.55,3.55,2.18,1.08,0.0160776
61.6,16.11,5.34,2.96,5.63,3.3,2.82,0.88,0.0065772
59.32,16.15,6.24,4.03,6.28,3.09,2.37,1.01,0.01110816
59.07,15.66,6.44,4.29,6.24,3.39,2.32,1.06,0.0160776
60.39,16.06,5.84,3.06,6.07,3.49,2.73,0.94,0.00613872
58.81,15.83,6.51,4.35,6.39,3.22,2.28,1.05,0.014616
58.17,15.86,6.54,4.41,6.56,3.7,2.15,1.08,0.0168084
68.03,15.31,3.1,1.32,3.5,3.54,3.7,0.53,0.0021924
58.83,16.12,6.2,3.85,6.29,3.83,2.32,1.05,0.01183896
61.97,15.74,5.34,3.18,5.38,3.24,2.85,0.86,0.00774648
60.42,16,5.85,3.16,5.7,3.74,2.62,1.01,0.00613872
61.41,15.77,5.64,3.1,5.41,3.56,2.69,0.97,0.00993888
60.9,15.79,5.95,3.11,5.59,3.47,2.69,1.02,0.0065772
60.27,16.14,5.74,3.55,5.95,3.32,2.6,0.97,0.01110816
63.7,15.93,4.67,2.38,4.73,3.44,3.18,0.75,0.00496944
59.51,16.23,5.96,3.83,6.16,3.28,2.6,0.95,0.010962
59.1,15.99,6.22,4.18,6.23,3.27,2.55,0.99,0.010962
62.39,16.18,5.13,2.76,5.16,3.17,3.01,0.87,0.00628488
62.17,16.18,5.35,2.71,5.38,2.98,2.92,0.92,0.00701568
62.44,16.07,5.61,3.02,5.51,3.08,1.91,0.96,0.00643104
60.55,15.72,5.94,3.48,5.82,3.32,2.7,0.99,0.010962
59.71,16.01,5.96,3.7,5.98,3.56,2.59,1,0.01154664
60.81,16.03,5.69,3.31,5.6,3.54,2.72,0.92,0.00862344
60.19,15.42,6.07,4.02,5.76,3.49,2.55,0.98,0.01446984
60.37,16.43,5.55,3.59,5.89,3.4,2.54,0.95,0.010962
59.9,16.29,5.45,3.56,5.8,3.44,2.53,0.94,0.01125432
59.72,16.29,5.46,3.58,6.04,3.44,2.57,0.96,0.010962
62.58,16.27,4.87,2.33,5.25,3.39,2.96,0.73,0.00277704
62.99,16.13,4.57,2.13,4.92,3.14,3.06,0.7,0.00306936
57.93,19,6.17,2.17,6.77,3.74,1.8,0.75,0.00175392
57.67,19.07,6.23,2.18,6.89,3.74,1.78,0.77,0.00204624
53.43,18.25,8.67,3.83,7.92,3.5,1.36,1.11,0.00277704
52.97,18.57,8.76,3.71,7.79,3.66,1.41,1.19,0.0029232
53.05,18.59,8.8,3.67,7.75,3.6,1.41,1.19,0.0029232
53.3,18.19,8.85,3.65,7.67,3.69,1.52,1.19,0.00263088
54.3,18.44,8.52,2.92,7.87,3.41,1.57,1.05,0.00233856
56.12,19.3,6.56,2.25,7.76,3.93,1.59,0.77,0.00190008
56.4,19.26,6.47,2.3,7.66,3.68,1.75,0.76,0.00190008
51.05,18,9.41,4.67,8.72,3.51,1.36,1.28,0.00453096
51.28,18.11,9.38,4.68,8.51,3.43,1.36,1.29,0.00453096
52.65,19.53,8.28,3.41,8.47,3.47,1.23,1.16,0.0029232
53.88,18.29,8.58,3.89,7.64,3.39,1.31,1.15,0.00321552
56.78,17.58,7.57,3.17,6.56,3.74,1.79,1.03,0.00277704
51.27,18.82,9.5,4.11,8.67,3.37,1.13,1.15,0.00321552
55.46,18.69,7.36,2.73,7.88,3.49,1.59,0.95,0.00190008
55.23,17.89,8.16,2.98,7.69,3.39,1.79,1.09,0.0021924
54.92,17.97,8.32,3.04,7.71,3.31,1.83,1.11,0.0021924
57.63,17.73,7.26,2.36,6.88,3.48,2.06,0.9,0.00204624
57.24,18.58,6.93,2.13,6.85,3.76,1.9,0.88,0.00204624
56.17,19.43,6.37,2.29,7.71,3.81,1.73,0.82,0.00190008
60.85,16.93,6,2.2,5.94,4.05,1.81,0.8,0.00277704
52.8,18.55,8.43,3.6,8.4,3.75,1.39,1.15,0.0029232
51.29,18.99,9.11,3.98,8.44,3.69,1.28,1.23,0.00277704
55.78,18.54,7.47,2.97,7.39,3.51,1.57,0.93,0.00233856
54.81,17.95,8.3,3.04,7.86,3.35,1.79,1.11,0.00233856
50.89,18.59,9.57,4.91,8.61,3.16,1.05,1.31,0.003654
57.3,18.8,6.51,2.35,7,3.57,2,0.82,0.00190008
53.32,18.79,8.58,3.61,7.91,3.49,1.35,1.07,0.0029232
53.22,18.74,8.62,3.66,7.82,3.53,1.39,1.1,0.00263088
57.53,18.89,6.12,2.19,6.94,3.68,1.76,0.82,0.00175392
55.15,18.4,7.46,3.37,7.44,3.44,1.49,0.98,0.00058464
57.29,18.26,8.68,3.65,7.94,3.24,1.33,1.23,0.00160776
55.01,15.5,7.5,7.26,7.7,3.19,1.3,0.94,0.06299496
54.47,15.99,7.33,7.67,7.68,3.45,1.21,0.93,0.06036408
53.86,15.66,7.39,7.5,7.63,2.94,1.2,0.97,0.0599256
76.43,14.41,0.21,0.05,0.54,4.08,4.1,0.05,0
76.49,14.42,0.18,0.08,0.5,4,4.15,0.05,0.0014616
57.2,15.2,6.27,5.91,7.34,3.35,2.84,0.68,0.010962
55.8,16,6.42,4.98,7.54,3.51,2.95,0.73,0.00643104
56.4,16,6.49,5.17,7.5,3.24,2.84,0.74,0.00555408
56.2,16.2,6.56,5.24,7.59,3.23,2.88,0.75,0.00540792
56.3,16,6.51,5.24,7.49,3.27,2.84,0.74,0.00540792
56.4,15.5,6.45,5.71,7.6,3.11,2.81,0.73,0.01125432
56.1,16,6.52,5.23,7.54,3.27,2.84,0.74,0.00599256
55.9,16,6.6,5.26,7.55,3.23,2.86,0.75,0.00526176
62.16,16.67,5.35,3.45,5.91,4.31,1.07,0.54,0.01213128
65.03,15.7,4.46,1.23,3.4,2.77,4.19,0.62,0.0007308
47.821,17.03,9.95,5.948,10.695,3.71,0.734,1.627,0.014477398
48.535,17.619,10.13,5.768,10.205,3.85,0.835,1.702,0.012267168
47.406,16.833,10.09,6.891,10.934,3.46,0.794,1.473,0.021652852
47.865,16.077,10.44,8.298,9.953,3.55,0.807,1.471,0.04285211
48.815,17.217,9.87,5.967,10.048,3.72,1.042,1.717,0.012780226
49.3,15.657,10.5,8.43,8.987,3.36,0.721,1.512,0.046127935
47.046,16.407,10.27,6.909,10.758,3.22,0.95,1.815,0.021131041
47.44,15.67,11.01,9.47,9.08,3.18,0.66,1.53,0.05004729
46.79,16.57,10.1,7.97,10.1,3.23,0.96,1.65,0.03616298
46.21,16.27,10.73,8.78,10.21,3.09,0.88,1.71,0.040235012
47.61,16.21,10.07,7.97,9.83,3.42,0.95,1.74,0.032428169
46.88,16.46,9.42,6.99,10.95,3.25,0.94,1.67,0.025354503
46.874,16.234,9.33,7.448,11.433,3.11,0.975,1.578,0.038073671
46.817,15.78,10.68,7.366,10.702,3.33,0.681,1.792,0.031428363
49.05,16.77,9.68,6.92,9.69,3.5,0.89,1.58,0.027438791
48.27,17.07,9.67,6.42,10.32,3.61,1.04,1.71,0.019730514
46.09,16.32,9.61,7.72,10.75,3.19,1.23,1.79,0.02919818
47.961,16.702,9.98,7.104,10.386,3.19,0.911,1.864,0.027192607
46.5,16.26,9.6,7.22,10.87,3.14,1.11,1.63,0.028971812
47.25,17.039,10.36,7.233,10.536,3.35,0.964,1.924,0.023826305
46.388,15.944,10.76,8.409,10.391,3.14,0.81,1.847,0.027226839
46.87,17.28,10.06,6.02,10.53,3.6,1.17,2.28,0.016907548
46.4,16.57,10.46,7.02,10.68,3.18,0.91,2.12,0.016450414
47.385,17.219,10,7.051,10.39,3.39,1.223,1.914,0.021380038
48.983,15.866,10.26,7.715,8.624,3.21,0.851,1.796,0.039523157
48.071,18.232,10.2,4.726,7.995,4.38,1.805,2.314,0.00065039
48.68,16.696,9.28,6.426,9.5,3.61,1.526,1.721,0.021403949
47.386,17.109,10.14,6.09,10.351,3.74,1.355,2.169,0.013518225
49.287,17.012,9.46,5.981,9.133,4.06,1.53,1.991,0.017475072
47.355,17.171,10.02,6.197,10.766,3.69,1.105,1.84,0.015210487
46.968,17.319,10.11,6.399,9.867,3.76,1.398,2.212,0.011620764
49.432,16.968,9.47,5.79,9.013,4.01,1.666,1.988,0.015587625
47.93,16.793,10.81,6.013,10.117,3.97,1.084,2.223,0.014088916
47.741,17.413,10.04,5.953,9.75,3.72,1.249,1.903,0.013006378
47.093,17.461,10.08,6.417,10.077,3.84,1.382,2.203,0.009679232
46.967,16.248,10.3,8.188,10.091,3.46,1.219,2.016,0.034166406
46.98,17.59,10.04,6.19,10.09,3.57,1.35,2.19,0.006683545
47.92,17.17,9.95,5.85,10.52,3.51,1.12,1.92,0.011008283
49.06,16.64,9.65,6.45,9.52,3.59,1.59,1.78,0.023667592
49.059,16.909,9.71,6.546,8.86,4,1.466,1.767,0.028808438
46.679,16.227,10.34,6.744,10.919,3.44,1.003,2.089,0.022117252
45.52,17.16,9.42,6.27,11.65,3.26,0.97,1.86,0.017042198
48.73,16.41,9.89,5.71,9.42,3.71,1.65,1.98,0.012984582
48.346,16.381,10.09,7.107,9.356,3.43,1.212,1.766,0.033969244
49.926,16.513,9.5,5.935,9.05,3.7,1.47,1.684,0.02844744
49.611,17.711,10.13,6.06,9.241,3.79,0.541,1.422,0.030098709
47.106,14.729,11.48,7.091,9.784,3.52,0.87,1.797,0.033316867
46.7,16.114,10.27,8.578,9.813,3.15,1.233,1.812,0.043029215
54.093,17.239,7.77,2.721,6.155,5.04,2.875,1.917,0.000253928
47.65,18.51,9.51,4.61,9.4,3.86,1.54,2.11,0.003795375
53.383,17.807,7.78,3.577,6.709,4.88,2.533,1.678,0.003139907
63.11,17.57,3.73,1,2.64,5.51,4.57,0.71,0.000168608
67.49,15.7,2.63,0.32,0.7,5.91,5.66,0.41,3.83E-05
61.81,16.41,4.37,1.01,2.58,5.92,4.3,0.78,0.000681005
49.12,15.11,10.03,9.52,8.24,3.63,1.03,1.71,0.049683673
46.76,14.91,10.17,9.48,9.87,2.81,1.12,1.52,0.047349286
49.26,17.62,9.08,4.38,9.65,4.01,1.46,1.82,0.014616928
49.18,16.58,9.4,5.27,9.94,3.59,1.27,1.97,0.017090368
50.691,16.687,9.18,6.618,9.202,3.5,1.037,1.428,0.025277796
48.51,15.54,8.74,7.71,12,2.96,1.25,1.44,0.034382623
47.01,14.5,9.98,9.84,9.75,2.97,0.99,1.49,0.062414616
46.75,14.75,9.39,11.61,10.33,2.59,1.06,1.13,0.098221849
46.98,14.79,10.06,9.53,9.67,3.13,1.1,1.53,0.050506315
48.44,15.3,9.29,8.49,8.74,3.87,1.19,1.58,0.044458732
46.43,14.67,9.45,10.73,9.92,3.21,1.41,1.46,0.065345066
45.45,14.97,10.17,10.2,10.14,3.18,1.34,1.59,0.052952151
46.356,15.459,10.08,9.502,10.813,3.17,1.082,1.487,0.048186833
47.156,14.746,9.76,10.199,9.693,3.12,1.229,1.452,0.057078308
48.137,16.688,8.74,6.15,11.046,3.51,1.119,1.508,0.019957187
46.94,16.42,10.3,5.96,9.11,4.02,1.63,2.45,0.013023222
46.97,16.6,9.69,6.94,10.5,3.56,0.97,1.58,0.023558503
47.2,17.16,9.52,5.4,11.35,3.75,1.03,1.71,0.01232002
47.77,16.31,9.98,7.701,10.149,3.33,0.939,1.476,0.028114922
49,16.11,10.35,7.01,9.36,3.78,0.88,1.64,0.030783369
46.05,15.57,9.7,9.07,11.09,2.93,1.11,1.55,0.042036643
49.204,15.17,7.89,8.222,9.63,3.55,1.426,1.006,0.046871602
45.7,14.89,9.4,9.22,11.8,2.99,1.35,1.65,0.049321408
46.45,14.79,10.55,11.14,9.36,2.9,0.84,1.5,0.062461022
