SIO2(WT%),AL2O3(WT%),FEOT(WT%),MGO(WT%),CAO(WT%),NA2O(WT%),K2O(WT%),TIO2(WT%),CR2O3(WT%)
52.56,16.16,7.85,9.69,9.42,2.66,0.58,0.78,0
53.08,16.19,7.36,9.67,9.28,2.81,0.52,0.79,0
54.07,12.77,8.36,12.8,8.83,1.73,0.65,0.56,0
54.47,12.97,8.3,12.1,8.95,1.8,0.6,0.59,0
54,12.75,8.41,12.9,8.83,1.69,0.64,0.55,0
54.08,14.78,8.03,9.64,9.37,2.35,0.9,0.6,0
54.51,15.15,8.11,8.85,9.61,2.22,0.69,0.63,0
53.71,15.37,8.25,8.98,9.51,2.43,0.8,0.71,0
52.67,16.05,8.76,9.32,8.97,2.39,0.73,0.84,0
52.51,16.02,8.71,9.14,9.18,2.5,0.77,0.91,0
61.21,15.06,6,7.26,4.93,2.57,1.79,0.91,0
57.55,15.61,6.71,7.48,7.47,2.99,1.13,0.77,0
54.59,15.65,6.52,10.17,7.99,3.32,0.74,0.76,0
59.76,16.37,5.37,6.65,6.02,3.12,1.94,0.65,0
59.37,15.01,5.96,8.32,6.41,2.83,1.44,0.54,0
57.56,15.85,5.57,8.82,6.8,2.97,1.7,0.64,0
57.64,15.77,5.79,8.32,6.67,3.16,1.79,0.75,0
56.87,15.24,6.28,8.34,8.02,2.77,1.68,0.64,0
53.82,15.62,7.6,9.32,8.38,2.85,1.44,0.81,0
56.5,16.74,5.91,7.85,7.45,3.02,1.74,0.67,0
56.8,15.26,6.1,9.17,7.01,3.16,1.69,0.69,0
57.47,15.9,5.87,8.51,6.5,3.05,1.76,0.65,0
53.45,15.95,7.69,9.83,8.39,2.65,1,0.78,0
60.37,16.2,4.88,6.58,5.68,3.63,1.82,0.58,0
60.92,16.4,4.76,5.83,5.79,3.6,1.84,0.59,0
61.2,16.38,4.66,5.75,5.49,3.77,1.91,0.57,0
60.38,16.23,4.89,6.37,5.75,3.7,1.83,0.59,0
60.43,16.22,4.82,6.36,5.82,3.61,1.86,0.59,0
60.43,16.29,4.97,6.28,5.66,3.7,1.84,0.59,0
60.13,16.05,4.95,6.72,5.84,3.62,1.83,0.59,0
60.35,16.38,4.96,6.13,5.81,3.66,1.83,0.59,0
58.67,16.73,5.19,6.81,6.7,3.24,2.01,0.55,0
60.48,16.33,4.9,6.19,5.8,3.6,1.86,0.59,0
60.48,16.23,4.98,6.2,5.78,3.64,1.85,0.59,0
60.27,16.39,4.92,6.28,5.83,3.65,1.82,0.59,0
59.54,16.4,5.17,6.56,6.17,3.53,1.78,0.59,0
59.85,16.46,5.04,6.21,6.16,3.6,1.8,0.6,0
60.15,16.39,4.92,6.42,5.76,3.62,1.88,0.59,0
59.87,16.39,5.11,6.34,6.07,3.55,1.79,0.6,0
60.46,16.22,4.89,6.33,5.73,3.66,1.85,0.58,0
60.21,16.33,5.09,6.24,5.83,3.6,1.81,0.59,0
59.85,16.56,4.95,6.16,6.28,3.54,1.79,0.6,0
59.79,16.36,5.06,6.49,6.08,3.56,1.8,0.59,0
59.6,16.5,5.15,6.3,6.26,3.54,1.78,0.61,0
59.7,16.5,5.06,6.29,6.2,3.57,1.8,0.6,0
59.66,16.49,5.14,6.25,6.25,3.58,1.77,0.6,0
59.79,16.35,5.19,6.41,6.01,3.57,1.82,0.59,0
59.57,16.5,5.14,6.35,6.23,3.53,1.79,0.6,0
60.04,16.45,5.07,6.09,6.13,3.54,1.82,0.6,0
59.53,16.43,5.17,6.45,6.24,3.53,1.78,0.6,0
59.61,16.64,5.14,6.14,6.26,3.53,1.81,0.61,0
59.66,16.55,5.19,6.2,6.21,3.53,1.8,0.6,0
59.64,16.3,5.4,6.6,6.38,3.26,1.53,0.65,0
59.47,16.55,5.08,6.37,6.29,3.54,1.79,0.6,0
59.5,16.55,5.15,6.34,6.35,3.51,1.75,0.6,0
59.73,16.32,5.51,6.37,6.34,3.19,1.62,0.67,0
59.54,16.44,5.18,6.45,6.25,3.5,1.78,0.6,0
58.63,16.68,5.46,6.47,6.65,3.47,1.77,0.6,0
58.73,16.57,5.34,6.65,6.66,3.43,1.76,0.6,0
58.87,16.55,5.39,6.6,6.57,3.4,1.76,0.6,0
58.4,16.64,5.45,6.71,6.69,3.42,1.81,0.61,0
58.59,16.76,5.46,6.45,6.61,3.47,1.78,0.62,0
58.08,14.75,6.06,8.66,6.74,3.21,1.61,0.58,0
57.54,13.63,6.82,9.5,6.68,2.96,1.89,0.65,0
57.79,16.32,6,8.19,6.26,2.97,1.61,0.66,0
57.51,14.1,6.54,8.73,6.94,3.06,2.08,0.76,0
57.49,13.5,6.96,10.08,6.4,2.85,1.77,0.69,0
57.78,16.17,6.39,6.87,6.63,3.09,1.86,0.88,0
57.37,14.66,7.54,7.94,7.5,2.71,1.17,0.81,0
57.09,12.39,8.1,10.69,6.64,2.56,1.55,0.71,0
56.92,12.42,8.06,10.81,6.8,2.5,1.51,0.72,0
57.35,16.57,5.74,7.15,7.09,3.04,2.15,0.63,0
57.18,16.73,5.65,7.3,7.07,3.11,2.07,0.62,0
56.52,13.42,6.87,10.63,6.34,3.11,2.12,0.71,0
56.34,16.28,6.43,8.73,6.47,2.76,2.09,0.65,0
56.24,14.17,7.12,8.54,9.13,2,1.8,0.73,0
56.21,13.8,7.28,10.56,7.13,2.65,1.41,0.72,0
56.07,14.46,7.8,8.92,7.28,2.48,1.84,0.87,0
56.83,16.11,6.31,7.38,7.32,2.82,2.24,0.66,0
55.5,14.29,7.85,9.58,7.92,2.34,1.53,0.71,0
60.08,15.84,5.63,6.13,5.45,3.83,1.65,1.02,0
55.61,15.93,6.88,7.85,6.21,4.02,1.74,1.31,0
55.54,16.12,7.05,7.79,6.86,3.55,1.46,1.26,0
53.65,16.34,7.56,9.57,8.38,2.56,0.93,0.75,0
57.01,13.89,7.79,8.42,7.39,2.66,1.64,0.87,0
56.93,13.92,7.84,8.43,7.38,2.62,1.72,0.86,0
55.34,13.75,8.9,8.93,7.53,2.79,1.55,0.9,0
44.78,13.92,9.73,12.09,12.04,3.38,1.36,1.92,0
45.64,13.93,9.86,13.25,10.87,2.8,1.29,1.65,0
45.86,13.84,10.21,11.97,11.01,2.93,1.58,1.89,0
46.09,13.29,10.31,12.33,11.41,2.6,1.33,1.91,0
46.29,14.88,9.68,11.09,9.35,4.34,0.91,2.7,0
46.74,15.51,9.23,9.92,9.12,4.63,1.26,2.8,0
47.43,15.38,10.24,10.23,9.73,3.08,1.44,1.96,0
47.58,14.72,10.89,11.07,9.49,2.87,0.86,1.87,0
47.61,14.44,10.11,11.51,9.46,2.81,1.57,1.89,0
47.71,15.92,10.95,11.1,8.09,1.83,1.31,2.58,0
47.71,14.8,10.16,11.38,9.46,2.55,1.38,1.95,0
47.76,14.5,9.86,10.64,10.79,3.02,0.91,1.83,0
48.21,15.26,9.18,11.01,10.01,3.06,1.11,1.47,0
48.34,15.24,9.26,9.56,9.54,3.1,1.82,2.17,0
48.67,15.04,9.18,9.88,10.66,3.03,1.24,1.65,0
48.78,16.43,8.55,9.92,10.98,1.92,1.3,1.59,0
48.98,14.85,9.72,10.29,10.1,2.86,0.99,1.69,0
49.54,13.81,10.13,10.7,9.89,2.76,1.03,1.61,0
49.84,13.7,9.75,11.96,7.37,3.42,1.46,1.97,0
50.08,13.1,10.47,11.49,7.71,3.25,1.49,1.99,0
46.9,14.55,10.2,13.15,9.13,2.66,1.33,1.51,0
47.05,15.2,9.99,11.98,10.91,2.24,1.24,0.98,0
47.15,15.68,9.77,10.56,9.64,3.02,1.86,1.68,0
49.49,15.62,9.61,10.04,10.18,2.7,0.78,1.16,0
49.93,16.3,9.17,9.88,9.72,2.88,0.7,1.04,0
50.15,14.14,8.91,12.2,9.38,2.89,1.05,0.9,0
50.5,13.75,8.84,11.83,10.78,2.31,0.87,0.76,0
50.56,13.59,8.88,12.41,9.71,2.72,0.9,0.89,0
50.65,13.07,10.31,11.06,9.5,2.36,1.25,1.27,0
50.66,16.36,8.74,9.45,9.11,3.24,0.9,1.11,0
50.96,13.95,8.97,11.37,9.68,2.86,0.96,0.91,0
51.53,16.39,8.97,9.6,8.53,2.71,1.06,0.82,0
51.59,13.78,8.5,12.18,8.43,2.57,1.68,0.73,0
51.62,14.41,8.74,11.28,9.89,2.33,0.58,0.84,0
51.63,14.12,8.75,11.22,9.01,2.92,1.11,0.87,0
51.64,13.53,8.66,11.9,10.23,2.38,0.57,0.81,0
51.79,13.58,8.6,11.6,10.29,2.49,0.55,0.81,0
51.83,13.56,8.63,11.89,10.11,2.34,0.56,0.8,0
51.88,13.47,8.57,11.88,10.16,2.43,0.53,0.78,0
51.91,13.94,8.72,10.96,10.17,2.59,0.59,0.82,0
52.04,13.99,8.55,11.12,10.18,2.42,0.58,0.83,0
52.59,12.59,8.95,11.41,8.9,2.81,1.45,0.92,0
52.73,14.46,8.38,9.88,9.3,3.38,0.72,0.83,0
52.74,12.63,8.62,11.98,8.69,2.71,1.36,0.88,0
53.13,12.51,8.57,11.61,8.6,2.87,1.44,0.87,0
53.18,16.39,8.05,9.83,7.65,2.81,0.63,0.98,0
53.48,15.27,8.24,8.84,9.36,2.88,0.76,0.85,0
53.5,14.59,8.21,9.44,9.59,2.78,0.74,0.84,0
53.75,14.95,7.29,10.71,8.08,3.09,1.06,0.71,0
54.32,13.79,7.56,11.07,7.89,3.01,1.36,0.66,0
54.47,15.7,6.91,9.77,7.43,3.72,1.1,0.63,0
54.49,15.05,7.17,9.57,8.44,3.07,1.15,0.72,0
54.66,16.04,6.85,8.72,8.35,3.47,0.81,0.8,0
54.79,15.79,6.65,9.5,7.39,3.82,1.14,0.64,0
54.89,15.73,7.34,8.7,7.02,3.84,1.16,0.99,0
57.55,15.85,5.35,8.14,6.18,4.24,1.66,0.73,0
49.35,14.46,8.42,12.61,11.36,1.9,0.73,0.8,0
50.21,15.38,7.81,11.19,11.33,2.56,0.33,0.95,0
51.21,16.92,7.72,8.26,10.64,3.41,0.41,1.14,0
47.51,15.82,9.61,11.41,11.21,2.2,0.99,0.88,0
53.43,16.04,7.4,9.06,9.57,2.62,0.88,0.66,0
52.86,16.43,7.57,8.87,10.05,2.68,0.47,0.79,0
52.35,15.03,7.88,10.18,9.6,2.95,0.9,0.77,0
52.23,16.5,7.83,9.3,9.72,2.55,0.77,0.8,0
51.2,15.91,8.32,10.61,9.95,2.41,0.44,0.87,0
49.4,16.07,8.87,11.16,10.65,2.21,0.52,0.84,0
48.77,15.38,9.21,12.87,10.05,1.78,0.58,0.93,0
48.64,15.31,8.81,11.83,10.95,2.49,0.64,0.99,0
48.64,14.9,8.86,12.14,11.13,2.38,0.64,0.97,0
48.33,15.26,9.38,9.99,12.71,2.17,0.81,1.02,0
48.22,14.99,9.17,10.16,12.79,2.44,0.82,1.05,0
48.2,13.67,9.19,13.02,11.84,2.11,0.76,0.89,0
48.2,15.9,9.02,12.44,10.68,2.26,0.26,0.96,0
48.19,15.09,9.19,10.17,12.82,2.35,0.8,1.04,0
48.19,13.67,9.19,13.02,11.83,2.11,0.76,0.9,0
48.19,15.61,9.51,12.7,10.3,1.77,0.55,0.95,0
48.17,15.09,9.3,13.36,11.31,1.1,0.43,0.95,0
48.01,15.43,9.72,10.66,11.91,2.46,0.5,1.01,0
47.97,15.93,9.13,12.71,10.47,2.28,0.28,0.95,0
47.95,14.24,8.94,13.56,11.73,2.1,0.37,0.84,0
47.82,13.64,9.13,12.85,12.57,2.05,0.76,0.79,0
47.81,13.61,9.24,15.06,10.47,2.17,0.5,0.83,0
47.78,16.82,8.43,10.27,10.89,3.13,1.2,1.02,0
47.76,17.76,8.7,10.01,11.06,2.75,0.72,0.88,0
47.55,13.74,9.42,14.64,10.96,2.11,0.43,0.89,0
47.54,16.68,8.38,12.17,10.82,2.88,0.37,0.8,0
47.39,14.07,9.09,14.68,11.15,2.04,0.42,0.89,0
47.32,14.07,9.52,15.01,10.52,1.82,0.43,0.85,0
47.28,14.78,9.27,14.24,10.94,1.94,0.41,0.87,0
47.25,15.12,8.33,12.85,12.29,2.42,0.43,0.92,0
47.22,14.63,9.38,14.12,11.15,1.97,0.37,0.88,0
47.21,18.38,8.23,9.19,11.6,2.88,1.09,0.87,0
47.19,13.67,9.35,14.03,11.83,2.27,0.45,0.9,0
47.18,14.55,9.41,14.36,11.04,1.93,0.4,0.86,0
47.17,13.42,9.67,14.4,11.58,1.75,0.64,0.96,0
47.06,14.74,8.94,12.35,13.16,1.71,0.5,1.07,0
47.03,14,9.49,13.42,12.29,2.1,0.44,0.94,0
46.93,15.55,9.06,12.58,11.91,2.09,0.41,0.99,0
46.84,16.82,8.62,11.01,12.18,2.49,0.54,1.01,0
46.52,12.97,9.08,14.39,11.62,2.45,1.28,1.1,0
46.49,14.87,9.42,14.55,10.96,2.14,0.4,0.89,0
46.43,16.71,8.83,12.19,11.45,2.61,0.49,0.81,0
46.43,16.71,8.83,12.19,11.45,2.61,0.49,0.81,0
46.36,12.62,9.44,14.62,12.34,1.9,1.11,1.14,0
46.35,12.62,9.44,14.62,12.34,1.9,1.11,1.15,0
46.05,16.07,8.73,11.06,13.63,1.9,1.02,0.96,0
46.04,13.46,9.45,13.87,12.7,1.81,1.05,1.17,0
45.83,12.73,9.55,15.53,12.5,1.96,0.55,0.93,0
45.83,12.73,9.55,15.53,12.5,1.96,0.55,0.93,0
45.63,13.5,10,14.6,12.78,1.47,0.57,0.88,0
45.61,16.25,9.24,10.91,13.04,2.42,0.93,1.04,0
45.5,14.67,9.56,12.29,13.26,2.35,0.74,1.09,0
45.42,14.43,9.02,13.71,12.85,2.42,0.69,0.92,0
45.35,15.75,9.16,13.4,11.87,2.5,0.7,0.91,0
45.29,16.71,8.85,11.64,11.81,3.28,0.95,0.96,0
45.09,15.46,9.18,14.42,11.48,2.49,0.66,0.83,0
44.52,16.56,9.02,11.72,12.09,3.73,0.9,0.98,0
48.5,13.91,9.97,11.44,11.31,2.3,1.02,0.99,0
48.5,16.84,8.85,11.61,9.54,2.46,0.71,1.02,0
49.6,14.99,8.18,12.2,10.52,2.49,0.83,0.83,0
50.43,15.17,8.16,11.1,10.37,2.63,0.89,0.86,0
50.46,15.25,8.11,11.26,10.42,2.49,0.8,0.85,0
51.98,16.76,7.7,8.9,9.42,3.06,0.94,0.86,0
50.07,16.16,8.39,9.12,10.37,2.84,1.48,0.93,0
49.58,14.85,9.8,10.28,10.35,1.97,1.87,0.82,0
49.65,14.99,9.79,10.6,9.94,1.92,1.77,0.84,0
50.93,14.41,8.95,10.29,9.95,2.21,2,0.81,0
53.69,14.69,8.17,9.12,8.13,2.99,2.03,0.72,0
49.33,17.62,7.63,9.21,12.27,2.35,0.55,0.72,0
49.82,17.47,7.63,9.98,12,1.92,0.13,0.85,0
49.69,16.67,8.21,10.28,11.57,2.06,0.32,0.97,0
49.65,16.51,8.26,10.75,11.51,1.86,0.33,0.89,0
49.74,16.44,8.17,10.71,11.59,1.95,0.28,0.88,0
50.96,16.39,7.38,9.61,11.21,2.65,0.61,1.02,0
50.2,16.32,8.32,8.91,11.46,2.86,0.53,1.11,0
49.92,16.31,7.82,10.25,12.45,2.08,0.28,0.81,0
50.98,16.25,7.75,10,10.78,2.6,0.54,0.94,0
51.01,15.8,8.72,9.61,10.54,2.41,0.51,1.13,0
51.1,15.77,8.6,9.58,10.55,2.5,0.48,1.12,0
50.11,15.71,7.93,10.77,11.87,2.2,0.26,0.89,0
50.49,15.51,8.36,11.04,10.71,2.34,0.46,0.95,0
51.37,14.94,7.57,10.05,11.48,3.24,0.22,0.92,0
51.31,14.65,7.69,11.99,10.52,2.48,0.29,0.86,0
50.36,14.51,8.65,10.39,12.05,2.72,0.2,0.9,0
49.27,14.39,8.47,13.29,10.96,2.36,0.18,0.86,0
49.05,14.03,8.39,14.1,10.99,2.29,0.14,0.82,0
50.24,15.85,8.09,10.59,11.36,2.38,0.35,0.93,0
49.6,14.61,8.36,12.98,10.8,1.92,0.62,0.82,0
49.27,14.24,8.4,13.93,10.66,1.91,0.49,0.8,0
53.42,17.92,7.6,8.22,10.1,1.97,0.15,0.43,0
53.82,17.23,7.2,9.59,8.68,2,0.52,0.57,0
53.82,17.23,7.2,9.59,8.68,2,0.52,0.57,0
52.72,16.19,8.35,10.16,9.16,2.09,0.47,0.56,0
52.72,16.19,8.35,10.16,9.16,2.09,0.47,0.56,0
53.19,15.41,7.7,10.85,10.1,1.88,0.29,0.43,0
55.13,15.34,7.81,9.44,8.52,2.49,0.79,0.33,0
55.12,14.89,7.89,9.98,8.68,2.21,0.64,0.38,0
55.4,14.34,7.17,10.39,8.9,2.22,1.07,0.33,0
56.09,14.06,7.71,10.74,8.41,1.48,1.05,0.28,0
58.22,11.29,8.94,12.29,6.27,1.84,0.71,0.22,0
57.67,10.64,8.75,14.09,6.13,1.57,0.72,0.22,0
48.58,14.69,8.34,10.57,10.42,2.66,2.67,1.15,0
48.86,14.9,8.32,10.21,8.63,5.02,1.67,1.13,0
49.08,14.31,8.5,10.71,10.35,2.46,2.61,1.11,0
49.57,14.91,8.21,9.99,8.42,5.05,1.59,1.11,0
50.26,15.1,7.77,11.83,8.44,3.59,1.42,1.01,0
50.4,14.14,7.98,10.23,9.49,4.27,1.78,1.05,0
50.74,16.55,7.82,8.86,9.33,3.31,1.83,1.1,0
50.74,16.55,7.82,8.86,9.33,3.31,1.83,1.1,0
50.85,16.07,7.28,9.91,9.2,3.54,1.52,1.01,0
50.96,16.21,7.73,8.5,8.8,4.4,1.64,1.02,0
50.96,16.21,7.73,8.5,8.8,4.4,1.64,1.02,0
50.99,16.8,8.28,8.92,9.05,3.25,1.14,1.2,0
50.99,16.8,8.28,8.92,9.05,3.25,1.14,1.2,0
51.69,16.23,7.71,9.03,8.8,3.39,1.88,0.79,0
50.99,16.8,8.28,8.92,9.05,3.25,1.14,1.2,0
51.74,17.28,7.81,9.12,9.01,3.26,0.68,0.84,0
51.74,17.28,7.81,9.12,9.01,3.26,0.68,0.84,0
51.74,17.28,7.81,9.12,9.01,3.26,0.68,0.84,0
51.84,16.13,8.03,10.45,9.23,2.54,0.77,0.74,0
51.85,16.08,8.16,8.52,8.61,3.49,1.46,1.31,0
63.03,15.7,4.49,5.67,5.37,3.08,1.69,0.72,0
62.95,16.23,4.33,5.78,5.11,3.18,1.49,0.68,0
62.95,16.23,4.33,5.78,5.11,3.18,1.49,0.68,0
61.65,15.37,5.05,5.88,5.35,4.06,1.52,0.82,0
58.91,14.55,4.95,6.73,7.43,4.46,1.68,0.89,0
59.83,15.8,5.62,6.25,6.26,3.79,1.52,0.68,0
58.71,15.65,6.05,7.11,6.21,3.84,1.29,0.85,0
52.06,16.81,7.93,9.82,9.52,2.33,0.53,0.76,0
52.08,14.78,7.56,9.18,9.03,4.3,1.53,1,0
52.24,16.5,6.93,8.81,8.91,3.24,2.02,0.81,0
52.26,15.28,7.4,8.11,7.53,4.6,2.57,1.23,0
52.26,15.28,7.4,8.11,7.53,4.6,2.57,1.23,0
52.47,15.18,7.74,11.78,7.94,3.18,0.71,0.72,0
52.49,16.82,6.94,9.38,8.5,4.09,0.77,0.73,0
53.24,14.9,7.75,9.72,7.71,4.11,0.9,1.21,0
59.31,15.58,5.29,6.9,6.39,4.02,1.49,0.73,0
58.48,14.87,5.09,6.09,7.78,4.29,1.9,1,0
57.86,15.53,5.24,7.22,7.22,4.55,1.29,0.79,0
58.1,16.03,5.91,6.95,6.23,4.2,1.34,0.91,0
59.44,14.85,4.83,6.65,7.42,3.84,1.77,0.92,0
58.1,16.03,5.91,6.96,6.23,4.2,1.34,0.92,0
58.75,15.3,5.11,6.28,7.9,3.55,1.82,0.91,0
58.3,15.53,5.94,6.6,6.49,4.12,1.67,0.94,0
58.28,15.79,5.15,7.03,7.24,4.07,1.34,0.82,0
57.33,15.86,6.33,7.37,7.01,3.72,1.16,0.9,0
57.2,15.12,6.47,8.09,7.32,3.54,1.13,0.83,0
57.34,16.19,6.31,6.77,7,3.8,1.27,1,0
57.33,14.97,6.35,8.24,6.98,3.58,1.21,1.01,0
57.53,15.92,5.37,7.73,7.25,3.91,1.04,0.96,0
57.4,15.82,6.59,7.29,6.7,3.7,1.48,0.69,0
57.14,15.67,6.34,7.76,7.06,3.66,1.19,0.89,0
56.81,15.47,5.83,7.28,7.25,3.94,2.1,0.86,0
55.15,16.05,6.92,7.63,7.1,4.06,1.78,0.85,0
56.37,17.06,5.38,6.63,7.31,4.47,1.91,0.61,0
55.58,15.95,6.4,7.12,7.25,4.8,1.43,1,0
56.06,16.45,5.49,7.41,7.07,4.5,2.01,0.66,0
55.94,16.25,5.3,7.5,7.03,4.51,2.4,0.72,0
55.9,15.95,6.5,8.21,7.21,3.48,1.18,1.22,0
56.01,15.68,5.36,7.29,6.89,4.51,2.93,0.86,0
55.3,15.89,6.92,7.66,6.93,4.47,1.27,1.15,0
55.53,15.58,6.74,9,7.48,3.24,1.31,0.81,0
54.83,15.19,7.17,9.09,7.68,3.54,1.26,0.85,0
55.37,16.86,7.01,7.39,7.1,3.83,1.08,1.03,0
54.77,16.12,6.99,8.01,7.3,4.43,1.08,0.96,0
54.64,15.49,6.75,9.78,7.69,3.53,1.02,0.81,0
54.63,15.36,7.41,8.84,7.36,3.48,1.32,1.2,0
54.75,15.84,7.1,9.19,7.92,3.07,1.03,0.82,0
54.8,15.58,7.14,9.27,7.83,3.27,0.99,0.8,0
54.68,15.33,7.15,9.73,7.83,3.25,0.94,0.8,0
54.64,16.26,7.38,7.91,7.13,3.87,1.12,1.29,0
54.79,16.07,6.71,8,7.5,4.13,1.55,0.87,0
54.49,15.98,6.7,7.54,7.84,3.62,2.41,0.9,0
54.5,15.56,6.87,9.61,7.78,3.69,0.89,0.79,0
53.99,15.47,7.1,7.88,8.05,3.82,2.24,0.89,0
54.51,17.12,6.66,8.11,8.11,3.65,0.81,0.71,0
54.34,17.17,7,8.28,8.28,3.03,0.86,0.79,0
55.03,15.27,5.93,6.26,7.69,4.15,3.77,1.02,0
53.85,15.75,6.94,9.75,7.68,4.07,0.86,0.79,0
54.46,15.71,6.95,9.65,7.67,3.47,0.95,0.84,0
54.31,15.4,6.73,8.67,7.86,4.16,1.5,0.94,0
54.82,16.36,7.04,7.38,7.06,4.56,1.17,1.19,0
53.98,15.76,6.48,7.41,7.76,3.98,3.01,1.01,0
53.71,17.15,7.3,7.69,8.04,3.8,0.95,1.01,0
53.82,15.69,7.11,9.92,7.98,3.48,0.9,0.82,0
53.55,16.89,7.29,8.2,8.37,3.69,0.82,0.89,0
53.82,16.72,7.13,8.33,8.35,3.66,0.87,0.82,0
53.99,15.64,7.17,9.91,7.74,3.46,0.93,0.86,0
52.75,15.95,7.48,8.72,8.26,3.54,1.91,0.88,0
52.85,14.27,7.68,9.37,7.34,4.07,2.39,1.06,0
53.83,15.46,7.21,10.1,8.08,3.38,0.87,0.8,0
53.38,16.19,7.28,9.23,8.41,3.62,0.79,0.79,0
53.17,15.94,7.74,8.86,8.17,3.63,1.26,0.86,0
53.76,15.39,7.24,10.21,8.05,3.36,0.92,0.8,0
53.65,17.08,7.55,8.59,8.08,3.03,0.8,0.92,0
54.26,15.43,5.97,7.32,7.74,4.75,2.94,0.97,0
53.88,17.26,6.96,8.08,7.87,3.8,0.92,0.9,0
53.69,15.7,7.6,8.79,7.91,4.08,0.9,0.97,0
53.08,16.18,7.46,9.39,8.44,3.58,0.75,0.83,0
53.08,16.02,7.57,10.42,7.43,3.45,0.82,0.88,0
52.97,16.25,7.3,8.61,8.48,3.11,1.66,1.09,0
53.64,16.36,7.32,8.46,7.19,4.44,0.88,1.27,0
53.08,16.96,7.36,8.52,8.39,3.71,0.8,0.89,0
53.32,14.56,7.15,8.38,7.91,4.88,1.83,1.15,0
52.82,16.41,7.39,9.08,8.63,3.77,0.78,0.82,0
53.25,15.19,6.74,9.01,9.11,3.64,1.52,1.01,0
52.86,14.87,7.56,10.15,7.37,4.55,0.99,1.22,0
52.68,15.02,7.08,9.95,8.92,3.34,1.66,0.77,0
52.94,15.76,7.44,10.24,8.15,3.44,0.92,0.83,0
52.98,16.45,7.4,9.76,7.62,3.55,1.06,0.88,0
53.49,15.08,6.26,7.28,7.72,5.18,3.02,1.15,0
52.91,14.93,7.69,10.19,7.91,3.59,1.12,1.23,0
52.58,15.09,7.28,9.93,8.8,3.27,1.61,0.85,0
52.92,16.9,7.29,9.31,8.5,3.24,0.71,0.81,0
52.6,16.6,7.53,9.38,8.54,3.5,0.75,0.82,0
52.52,16.75,7.33,9.5,8.82,2.95,0.96,0.82,0
46.78,15.11,9.22,11.42,11.98,2.1,1.26,1.49,0
46.33,13.04,10.81,13.63,10.31,2.33,0.74,2.13,0
46.08,14.71,10.78,12.8,9.88,2.48,1.04,1.64,0
46.04,13.41,10.53,14.56,10.09,2.35,0.97,1.54,0
46.86,14.51,10.23,12.55,10.55,2.43,0.87,1.36,0
46.25,13.91,10.81,13.34,9.76,2.66,1.04,1.61,0
44.13,14,10.23,14,11.03,3.12,1.01,1.64,0
44.23,14.11,10.55,14.11,10.62,2.9,1.05,1.68,0
44.32,14.39,10.99,14.66,10.07,2.5,0.87,1.48,0
44.62,12.98,10.97,15.82,10.1,2.43,0.89,1.61,0
45.11,12.52,11.11,14.73,10.65,2.68,0.88,1.56,0
45.13,13.7,10.62,14.71,10.79,2.42,0.83,1.31,0
45.45,15.55,9.8,10.91,11.36,3.54,1.03,1.46,0
45.76,14.78,10.48,12.87,10.99,2.41,0.64,1.45,0
46.03,13.92,9.78,14.61,10.31,2.78,0.78,1.19,0
46.69,12.82,10.63,15.07,9.95,2.24,0.77,1.24,0
46.81,15.1,9.84,11.9,10.68,2.9,0.93,1.32,0
47.35,15.75,9.64,11.14,10.08,2.91,1.09,1.4,0
47.11,13.8,9.94,13.1,10.87,2.4,1,1.24,0
55.5,14.39,5.15,6.31,7.45,3.64,5.44,1.17,0
56.31,14.89,5.37,5.6,6.7,4.36,4.63,1.27,0
56.96,14.83,4.86,5.91,6.53,4.16,4.82,1.05,0
50.97,13.45,7.27,9.93,7.68,3.02,4.73,1.62,0
50.4,12.99,7.55,9.74,7.84,2.96,5.29,1.79,0
50.97,13.45,7.27,9.93,7.68,3.02,4.73,1.62,0
50.4,12.99,7.55,9.74,7.84,2.96,5.29,1.79,0
50.51,13.03,7.49,9.72,7.82,3,5.28,1.67,0
51.06,13.26,7.18,9.02,7.68,2.59,5.67,1.88,0
51.06,13.26,7.18,9.02,7.68,2.59,5.67,1.88,0
51.12,13.2,7.09,8.85,7.63,2.77,5.84,1.87,0
51.84,12.64,6.71,9.08,7.76,2.88,5.95,1.74,0
51.12,13.2,7.09,8.85,7.63,2.77,5.84,1.87,0
52.57,13.8,7.03,8.02,7.51,2.74,5.18,1.62,0
52.34,13.15,6.81,9.64,8.34,3.25,4.37,1.24,0
52.32,13.74,7.05,7.94,7.84,2.75,5.19,1.63,0
50.69,14.21,7.54,9.3,7.66,2.45,4.6,1.84,0
50.35,13.68,7.26,9.6,7.56,2.86,5.51,1.63,0
51.1,12.65,6.98,9.79,7.34,2.24,6.43,1.73,0
51.18,13.73,7.25,8.85,7.92,3.03,4.6,1.79,0
51.6,12.58,6.81,9.02,7.85,2.87,6.11,1.73,0
50.35,12.75,7.61,10.33,9.05,4.27,2.85,1.52,0
49.05,12.64,7.87,11.73,8.98,2.59,4.45,1.38,0
49.05,12.64,7.87,11.73,8.98,2.59,4.45,1.38,0
49.86,12.81,7.89,11.38,9.09,3.32,3.06,1.36,0
49.91,12.53,8.04,10.95,9.22,4.33,2.37,1.42,0
50.49,14.56,8.04,8.54,7.88,4.71,2.89,1.36,0
51.86,15.18,8.46,9.07,7.6,4.45,1.22,1.57,0
